Greenwood House,Low Income Housing Institute (LIHI),Greenwood House,Seattle,Seattle,Permanent Housing,No,,Yes,1926,6/3/2024,9,Single Adult Women,General - No additional specificity,Yes,No,Referral,Referral,Referral,Single Room Occupancy - General,Unclear,Yes- Unclear,No,No,N/A,N/A,Local Service Providers (GENERAL),6/3/2024 11:25 AM
Henderson Village,Low Income Housing Institute (LIHI),Henderson Village,,,Tiny House Village,,,Yes,5426,6/10/2024,11,,,,,,,,,,,,,,,,6/10/2024 12:07 PM
Interbay Village,Low Income Housing Institute (LIHI),Interbay Village,Seattle,,Transitional Housing,,,Yes,1894,6/7/2024,90,,,,,,,,,,,,,,,,6/7/2024 11:22 AM
Jean Darcie Place,Low Income Housing Institute (LIHI),Jean Darcie Place,,,Tiny House Village,,,Yes,5436,6/10/2024,53,,,,,,,,,,,,,,,,6/10/2024 12:10 PM
June Leonard Place,Low Income Housing Institute (LIHI),June Leonard Place,South King County,Renton,Permanent Supportive Housing,,,Yes,4922,6/10/2024,125,,,,,,,,,,,,,,,,1/24/2025 10:10 AM
Kenyon House,Low Income Housing Institute (LIHI),Kenyon House,Seattle,Seattle,Permanent Housing,No,,Yes,2082,4/14/23,18,"Single Adult Men, Single Adult Women",HIV+,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes- Unclear,Unclear,Unclear,N/A,N/A,Unclear,4/14/2023 11:18 AM
Lakefront Community House,Low Income Housing Institute (LIHI),Lakefront Community House,Seattle,Seattle Council Dst 5,Emergency Shelter,No,,Yes,4250,6/3/2024,32,"Single Adult Women, Single Adult Men, Single Adults (All Genders), Single Adults and Couples",General - No additional specificity,Yes,Yes - Part of case management,Referral,Referral,No,"Single Room Occupancy - General, Shared Room",Yes - Two Meals A Day,Yes - Shared,Yes,Yes,N/A,Up to 90 Days (Extensions of 30 day increments),HOPE team,6/3/2024 1:57 PM
Maple Leaf Village,Low Income Housing Institute (LIHI),Maple Leaf Village,Seattle,Seattle Council Dst 5,,,,Yes,5392,6/10/2024,10,,,,,,,,,,,,,,,,1/24/2025 10:11 AM
Martin Court,Low Income Housing Institute (LIHI),Martin Court,Seattle,Seattle,Transitional Housing,Yes,,Yes,1928,6/3/2024,67,"Families with Children under 18, Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Part of case management,Referral,"Partnering Agency, Yes - A part of case management",Unclear,Single Room Occupancy - General,Unclear,Yes - In-Unit,Possible,Service Animal,N/A,Up to 2 Years,Local Service Providers (GENERAL),6/3/2024 11:25 AM
McDermott Place,Low Income Housing Institute (LIHI),McDermott Place,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,4921,6/10/2024,75,"Single Adult Men, Single Adult Women",General - No additional specificity,No,No,Partnering Agency,Yes - Behavioral Health Specialist,Yes - Other Health Care,Single Room Occupancy - Studio Apartments,Unclear,Yes- Unclear,No,Service Animal,N/A,N/A,Local Service Providers (GENERAL),6/10/2024 12:02 PM
Meadowbrook View Apartments,Low Income Housing Institute (LIHI),Meadowbrook View Apartments,Seattle,Seattle,Transitional Housing,No,,No,1811,6/3/2024,60,"Families with Children under 18, Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Part of case management,Yes,Yes - Behavioral Health Specialist,Yes - Other Health Care,Single Room Occupancy - Apartments,Occasional Hot Meals,Yes - In-Unit,Yes,Service Animal,N/A,Up to 2 Years,"Internal Outreach Team, Local Service Providers (GENERAL)",6/3/2024 11:22 AM
Miracle Village,Low Income Housing Institute (LIHI),Miracle Village,South King County,Tukwila,Tiny House Village,No,,Yes,5006,,35,,,,,,,,,,,,,,,,6/7/2024 11:22 AM
Othello House,Low Income Housing Institute (LIHI),Othello House,Seattle,,Transitional Housing,,,Yes,2980,6/7/2024,4,,,,,,,,,,,,,,,,6/7/2024 11:24 AM
Progressive Skyway Village,Low Income Housing Institute (LIHI),Progressive Skyway Village,Urban Unincorporated King County,Skyway Area,Tiny House Village,Yes,,Yes,4611,6/7/2024,55,"Families with Children at least one under 18, Single Adult Men, Single Adult Women, Single Adults (All Genders), Single Adults and Couples",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,Referral,Referral,Referral,Tiny House,"Yes - One Meal A Day, Kitchen Access",Yes - Shared,Unclear,Unclear,N/A,Up to 90 Days (Extensions of 30 day increments),Faith-Based Partners Referral Partner,6/7/2024 10:13 AM
Riverton Park Village,Low Income Housing Institute (LIHI),Riverton Park Village,South King County,Tukwila,Tiny House Village,No,,Yes,5005,6/7/2024,31,"Families with Children at least one under 18, Single Adults (All Genders)",General - No additional specificity,,,,,,,,,,,,,,2/3/2025 4:47 PM
Rosies Village,Low Income Housing Institute (LIHI),Rosies Village,Seattle,Seattle Council Dst 4,Tiny House Village,No,,Yes,4627,6/7/2024,36,"Single Adult Women, Single Adult Men, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",General - No additional specificity,Yes,Yes - Part of case management,Partnering Agency,"Partnering Agency, Yes - Behavioral Health Specialist",Formalized Partnerships,Tiny House,"Yes - Two Meals A Day, Kitchen Access",Yes - Shared,Yes,Yes,N/A,Up to 90 Days (Extensions of 30 day increments),HOPE team,6/7/2024 10:13 AM
Southend Village,Low Income Housing Institute (LIHI),Southend Village,Seattle,Seattle Council Dst 2,Tiny House Village,Yes,,Yes,4945,6/7/2024,45,"Single Adult Women, Single Adult Men, Families with Children at least one under 18, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)","BIPOC general serving, General - No additional specificity",Yes,Yes - Part of case management,Referral,Referral,Formalized Partnerships,Tiny House,"Yes - One Meal A Day, Kitchen Access",Yes - Shared,Yes,Yes,N/A,Up to 90 Days (Extensions of 30 day increments),"Community Partners (GENERAL), Designated Referral Organizations, HOPE team",6/7/2024 10:27 AM
T.C. Spirit Village,Low Income Housing Institute (LIHI),T.C. Spirit Village at Cherry Hill,Seattle,Seattle Council Dst 3,Tiny House Village,Yes,,Yes,4234,6/3/2024,24,"Single Adult Women, Single Adult Men, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",BIPOC general serving,Yes,Yes - Part of case management,Partnering Agency,Partnering Agency,Formalized Partnerships,Tiny House,"Yes - Two Meals A Day, Kitchen Access",Yes - Shared,Yes,Yes,N/A,Up to 90 Days (Extensions of 30 day increments),"Faith-Based Partners Referral Partner, HOPE team",6/3/2024 1:57 PM
The Cate Apartments,Low Income Housing Institute (LIHI),The Cate Apartments,Seattle,Seattle,Transitional Housing,No,,Yes,1929,6/3/2024,14,"Families with Children under 18, Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Part of case management,Yes,Yes - Behavioral Health Specialist,Yes - Other Health Care,Single Room Occupancy - Apartments,Occasional Hot Meals,Yes - In-Unit,Yes,Service Animal,N/A,Up to 2 Years,"Internal Outreach Team, Local Service Providers (GENERAL)",6/3/2024 11:25 AM
The Glen Hotel,Low Income Housing Institute (LIHI),The Glen Hotel,Seattle,Seattle,Permanent Housing,No,,Yes,1809,6/3/2024,37,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,No,No,No,No,Single Room Occupancy - General,Unclear,Yes- Unclear,No,No,N/A,N/A,Local Service Providers (GENERAL),6/3/2024 11:22 AM
True Hope Tiny House Village,Low Income Housing Institute (LIHI),True Hope Tiny House Village,Seattle,Seattle Council Dst 3,Tiny House Village,Yes,,Yes,3650,6/3/2024,57,"Single Adult Men, Single Adult Women, Single Adults and Couples, Family with children under 18, Young Adult (18 - 21) or (18 - 25), Single Adults (All Genders)",General - No additional specificity,Yes,Yes - Part of case management,"Partnering Agency, Referral","Yes - A part of case management, Partnering Agency",Formalized Partnerships,Tiny House,"Yes - One Meal A Day, Kitchen Access",Yes - Shared,Yes,Yes,N/A,Up to 90 Days (Extensions of 30 day increments),"Local Service Providers (GENERAL), HOPE team, Faith-Based Partners Referral Partner",6/3/2024 1:36 PM
University Commons / Marion West,Low Income Housing Institute (LIHI),University Commons / Marion West,Seattle,,Tiny House Village,,,Yes,4968,6/10/2024,20,"Young Adult (18 -21), Youth",,,,,,,,,,,,,,,2/3/2025 4:48 PM
Urban Rest Stop - Ballard,Low Income Housing Institute (LIHI),Urban Rest Stop - Ballard,Seattle,Seattle Council Dst 6,Day Center,Yes,,Yes,2392,4/14/23,,Unclear,General - No additional specificity,Yes,Referral,Referral,Referral,No,N/A,No,Yes- Unclear,Unclear,Unclear,Unclear,N/A,Drop-in,4/14/2023 11:18 AM
Urban Rest Stop - U District,Low Income Housing Institute (LIHI),Urban Rest Stop - U District,Seattle,Seattle Council Dst 4,Day Center,No,,Yes,2391,4/14/23,,Unclear,General - No additional specificity,Yes,Unclear,Referral,Referral,Unclear,N/A,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Drop-in,4/14/2023 11:18 AM
Urban Rest Stop Downtown,Low Income Housing Institute (LIHI),Urban Rest Stop Downtown,Seattle,Seattle Council Dst 7,Day Center,Yes,,Yes,1932,4/14/23,,Unclear,General - No additional specificity,Yes,Referral,Referral,Referral,No,N/A,No,Yes- Unclear,Unclear,Unclear,Unclear,N/A,Drop-in,4/14/2023 11:18 AM
VASH - Bellevue B,Low Income Housing Institute (LIHI),VASH - Bellevue B,East King County,Bellevue,Permanent Housing,No,,No,3400,6/11/2024,8,"Single Adult Men, Single Adult Women, Single Adults (All Genders)",Veterans,Yes,Yes - Undefined,Yes,Partnering Agency,,Single Room Occupancy - Studio Apartments,Units have Kitchens,Yes - In-Unit,Unclear,Unclear,,Permanent Housing,VA/VOLT,6/11/2024 10:59 AM
Whittier Heights Village,Low Income Housing Institute (LIHI),Whittier Heights Village,Seattle,Seattle Council Dst 6,Tiny House Village,Yes,,Yes,3620,6/3/2024,15,"Single Adult Women, Young Adult (18 - 21) or (18 - 25)",General - No additional specificity,Yes,Partnering Agency,Partnering Agency,Partnering Agency,No,Tiny House,Yes - One Meal A Day,Yes - Shared,Yes - Female-Identifying Only,Yes,N/A,Up to 90 Days (Extensions of 30 day increments),HOPE team,6/3/2024 1:35 PM
House of Hope I,Mamma's Hands,House of Hope I,East King County,Bellevue,Emergency Shelter,,,No,3401,6/7/2024,10,,,,,,,,,,,,,,,,6/7/2024 11:26 AM
House of Hope II,Mamma's Hands,House of Hope II,,,Emergency Shelter,,,,,,,,,,,,,,,,,,,,,,8/16/2023 12:39 PM
Burien Shelter,Mary's Place,Burien Shelter,South King County,Burien,Emergency Shelter,No,"Burien, Auburn, Covington, Federal Way, Renton, Tukwila",Yes,3667,6/3/2024,150,Families with Children under 18,General - No additional specificity,No,Yes - Housing Navigator/Specialist,Covered by Behavioral Health Specialist,"Partnering Agency, Yes - Behavioral Health Specialist",Yes - Health Services Team,"Congregate - General, Shared Room",Yes - Three Meals and Snacks,Yes - Shared,Yes,Yes,Yes - General,Up to 90 Days (Flexibility),"Drop-in, Family Shelter Intake Line, Internal Outreach Team",6/3/2024 1:37 PM
Family Diversion Center,Mary's Place,Family Diversion Center,Seattle,Seattle Council Dst 7,Emergency Shelter,No,,Yes,3952,6/3/2024,40,Women and Children,Domestic Violence,No,Yes - Housing Navigator/Specialist,Covered by Behavioral Health Specialist,"Partnering Agency, Yes - Behavioral Health Specialist",Yes - Health Services Team,"Single Room Occupancy - General, Shared Room",Yes - Three Meals and Snacks,Yes - Shared,Yes,Yes,Yes - General,Up to 90 Days,"Drop-in, Family Shelter Intake Line, Internal Outreach Team",6/3/2024 1:46 PM
Mary's Place Bellevue,Mary's Place,Mary's Place Bellevue,East King County,Bellevue,Emergency Shelter,No,Bellevue,Yes,4717,6/7/2024,260,Families with Children under 18,General - No additional specificity,No,Yes - Part of case management,Yes,Yes - Behavioral Health Specialist,Yes - Health Services Team,Single Room Occupancy - Hotel Room,Yes - Three Meals and Snacks,Yes - In-Unit,Yes,Yes,Yes - General,Up to 90 Days (Flexibility),"Drop-in, Family Shelter Intake Line, Internal Outreach Team",6/7/2024 10:15 AM
Mary's Place Regrade,Mary's Place,Mary's Place Regrade,Seattle,Seattle Council Dst 7,Emergency Shelter,Yes,,Yes,3205,6/3/2024,234,Women and Children,General - No additional specificity,No,Yes - Housing Navigator/Specialist,Covered by Behavioral Health Specialist,"Partnering Agency, Yes - Behavioral Health Specialist",Yes - Health Services Team,"Single Room Occupancy - General, Shared Room",Yes - Three Meals and Snacks,Yes - Shared,Yes,Yes,Yes - General,Up to 90 Days,"Drop-in, Family Shelter Intake Line, Internal Outreach Team",6/3/2024 1:23 PM
Popsicle Place - Scattered Sites,Mary's Place,Popsicle Place - Scattered Sites,South King County,Auburn,Emergency Shelter,No,,Yes,3612,6/3/2024,3,Families with Children at least one under 18,High Needs Families,Yes,Yes - Part of case management,Referral,Yes - Behavioral Health Specialist,Yes - Health Services Team,Single Room Occupancy - General,Units have Kitchens,Yes - In-Unit,Yes,Yes,N/A,Up to 90 Days (Flexibility),"Drop-in, Family Shelter Intake Line, Internal Outreach Team",6/3/2024 1:35 PM
Women's Day Center Diversion,Mary's Place,Women's Day Center Diversion,Seattle,Seattle,Day Center,No,,Yes,4599,11/18/22,,Single Adult Women,General - No additional specificity,No,Yes - Part of case management,Covered by Behavioral Health Specialist,Yes - Behavioral Health Specialist,Yes - Pop-up Clinic,N/A,Yes - Two Meals A Day,Yes - Shared,N/A,Yes,N/A,N/A,Drop-in,4/14/2023 10:13 AM
Gardner House (Mt. Baker),Mercy Housing NW,Gardner House (Mt. Baker),Seattle,Seattle,Permanent Supportive Housing,No,,Yes,4077,6/3/2024,91,Families with Children under 18,"Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",Yes,Yes - Undefined,"Referral, Partnering Agency","Partnering Agency, Referral","Referral, Formalized Partnerships",Single Room Occupancy - Apartments,Unclear,Yes- Unclear,Unclear,Service Animal,N/A,N/A,Unclear,6/3/2024 1:54 PM
Burien Veterans Housing,Multiservice Center (MSC),Burien Veterans Housing,South King County,Burien,Transitional Housing,No,,Yes,3970,6/3/2024,6,Single Adult Men,Veterans,Yes,Yes - Undefined,Yes,Referral,Referral,Single Room Occupancy - General,No,Yes- Unclear,No,No,Yes - General,Up to 6 Months,King County Veterans Program,6/3/2024 1:47 PM
MSC Emergency Shelter,Multiservice Center (MSC),MSC Emergency Shelter,South King County,Federal Way,Emergency Shelter,Yes,"Auburn, Burien, Federal Way, Kent, SeaTac, Tukwila",Yes,1935,6/3/2024,64,Families with Children at least one under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Referral,"Referral, Yes - Visiting Nurse",Scattered Site,"Occasional Hot Meals, Community Partners - Food Pantries, Units have Kitchens",Yes - In-Unit,Yes,Service Animal,Yes - General,Up to 90 Days (Flexibility),"Coordinated Entry, Family Shelter Intake Line, Internal Outreach Team, School District",6/3/2024 11:26 AM
MSC Titusville Station,Multiservice Center (MSC),MSC Titusville Station,South King County,Kent,Permanent Housing,No,Kent,Yes,1937,6/3/2024,15,Single Adult Women,"In pro-active recovery drugs, alcohol, or behavioral health challenges",Yes,Yes - Undefined,Referral,Unclear,Referral,"Shared House, Single Room Occupancy - General",Kitchen Access,Yes - Shared,No,Service Animal,N/A,N/A,Community Partners (GENERAL),6/3/2024 11:26 AM
William J. Wood Veterans Housing,Multiservice Center (MSC),William J. Wood Veterans Housing,South King County,Federal Way,Permanent Supportive Housing,No,,Yes,2376,6/3/2024,67,"Families with Children under 18, Single Adult Women, Single Adult Men",Veterans,Yes,Yes - Undefined,Partnering Agency,Partnering Agency,Formalized Partnerships,Single Room Occupancy - Apartments,Yes - Undefined,Yes- Unclear,Yes,Service Animal,N/A,N/A,Veterans Administration,6/3/2024 11:59 AM
MHS King County Rapid Rehousing,Muslim Housing Services,MHS King County Rapid Rehousing,Countywide,N/A,Rapid Rehousing,Yes,,Yes,3930,6/3/2024,211,Unclear,Immigrant and Refugee Serving,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 1:44 PM
MHS Shelter RRH Pilot,Muslim Housing Services,MHS Shelter RRH Pilot,Countywide,N/A,Rapid Rehousing,Yes,,Yes,4614,6/7/2024,180,Unclear,Immigrant and Refugee Serving,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/7/2024 10:13 AM
Muslim Housing City Transitional,Muslim Housing Services,Muslim Housing City Transitional,Seattle,Seattle,Transitional Housing,Yes,,Yes,1939,6/3/2024,90,Families with Children at least one under 18,"Non-traditional families, extended families, and families with teen-aged male",Yes,Yes - Part of case management,Referral,Referral,Referral,Scattered Site,Community Partners - Food Pantries,Yes - In-Unit,Unclear,Unclear,N/A,Up to 2 Years,Unclear,6/3/2024 11:26 AM
Muslim Housing Rent Assistance Case Management,Muslim Housing Services,Muslim Housing Rent Assistance Case Management,,,Permanent Supportive Housing,,,Yes,1940,,177,Families with Children at least one under 18,,,,,,,,,,,,,,,2/3/2025 4:48 PM
Sound Family Voucher Program,Muslim Housing Services,Sound Family Voucher Program,,,Permanent Housing,,,Yes,3027,6/7/2024,47,Families with Children at least one under 18,,,,,,,,,,,,,,,2/3/2025 4:48 PM
UWKC Rapid Rehousing,Muslim Housing Services,UWKC Rapid Rehousing,Countywide,N/A,Rapid Rehousing,No,,Yes,3258,6/3/2024,3,Unclear,Immigrant and Refugee Serving,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 1:24 PM
Women's Emergency Shelter,Muslim Housing Services,Women's Emergency Shelter,,,Emergency Shelter,,,Yes,3956,6/7/2024,7,"Single Adult Women, Women and Children",,,,,,,,,,,,,,,2/3/2025 4:50 PM
Independence Bridge,Navos,Independence Bridge,Seattle,Seattle,Permanent Housing,No,,Yes,1941,6/3/2024,25,Young Adult (18 - 21) or (18 - 25),Individuals living with Serious Mental Illness,Yes,Yes - Undefined,Yes,Yes - Behavioral Health Specialist,No,Single Room Occupancy - General,Kitchen Access,Yes- Unclear,No,No,N/A,N/A,211,6/3/2024 11:27 AM
Neighborhood House - Rapid ReHousing - Families,Neighborhood House,Neighborhood House - Rapid ReHousing - Families,Countywide,N/A,Rapid Rehousing,Yes,,Yes,1944,6/3/2024,43,Families with Children under 18,General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 11:27 AM
Neighborhood House CoC - Rapid Re-Housing,Neighborhood House,Neighborhood House CoC - Rapid Re-Housing,Countywide,N/A,Rapid Rehousing,Yes,,Yes,2994,6/3/2024,35,Families with Children under 18,General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 1:19 PM
NH RRH Jobs and Housing,Neighborhood House,NH RRH Jobs and Housing,Countywide,,Rapid Rehousing,,,Yes,4877,6/7/2024,3,Families with Children under 18,,,,,,,,,,,,,,,2/3/2025 4:50 PM
Home Safe,New Beginnings,Home Safe,Seattle,Seattle,Emergency Shelter,Yes,,DV Agency,3148,6/3/2024,39,"Single Adults (All Genders), Women and Children",Domestic Violence,Yes,Yes - Housing Navigator/Specialist,Referral,"Referral, Yes - Behavioral Health Specialist",Referral,Unclear,Yes - Undefined,Yes- Unclear,No,Yes,Yes - General,Up to 6 Months (Flexibility),"DVHopeline, Direct Referrals from other gender-based violence programs",6/3/2024 1:22 PM
Home Safe RRH,New Beginnings,Home Safe RRH,Countywide,N/A,Rapid Rehousing,Yes,,Yes,N/A,11/18/22,,Women and Children,Domestic Violence,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,4/28/2023 10:17 AM
New Begin Regional RRH-Expansion (CoC),New Beginnings,New Begin Regional RRH-Expansion (CoC),Countywide,N/A,Rapid Rehousing,Yes,,Yes,4570,11/18/22,3,Women and Children,Domestic Violence,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/20/2023 2:14 PM
Rapid Re-Housing DV,New Beginnings,Rapid Re-Housing DV,Countywide,N/A,Rapid Rehousing,Yes,,Yes,,11/18/22,33,Single Adult Women,Domestic Violence,Yes,Yes - Housing Navigator/Specialist,No,No,No,Single Room Occupancy - Apartments,Units have Kitchens,Yes - In-Unit,No,Unclear,N/A,Unclear,DVHopeline,6/20/2023 2:16 PM
Rapid Re-Housing DV,New Beginnings,Rapid Re-Housing DV,Seattle,Seattle,Rapid Rehousing,No,,Yes,3165,6/3/2024,17,"Single Adult Women, Single Adult Men",Domestic Violence,Yes,Yes - Undefined,Referral,Referral,Referral,Single Room Occupancy - Apartments,Yes - Undefined,Yes- Unclear,No,Unclear,Yes - General,Up to 12 Months,"Agency-specific Intake Line, DVHopeline",2/3/2025 4:50 PM
Drop In Services,New Horizons Ministries,Drop In Services,Seattle,Seattle Council Dst 7,Day Center,Yes,,Yes,3335,11/18/22,,"Young Adult (18 - 21) or (18 - 25), Youth",General - No additional specificity,Yes,Yes - Undefined,Yes,Referral,"Formalized Partnerships, Yes - Pop-up Clinic",N/A,Yes - Two Meals A Day,Yes- Unclear,N/A,Yes,No,N/A,Drop-in,4/14/2023 10:13 AM
The Nest on 3rd Shelter,New Horizons Ministries,The Nest on 3rd Shelter,Seattle,Seattle Council Dst 7,Emergency Shelter,Yes,,Yes,2547,6/10/2024,30,Youth,General - No additional specificity,Yes,Yes - Part of case management,Partnering Agency,Yes - A part of case management,Yes - Pop-up Clinic,Congregate - General,Yes - Undefined,Yes - Shared,Yes,Yes,Yes - General,Unclear,Drop-in,6/10/2024 12:17 PM
Safe Parking,Newport Presbyterian,Safe Parking,East King County,Bellevue,Safe Parking,No,,No,N/A,11/18/22,,"Families with Children under 18, Single Adult Women, Women and Children",Vehicle Residents in Passenger Vehicles,Referral Partner City Outreach,Referral,Referral,Referral,Referral,Parking Space,No,No,Yes,Yes,No,Up to 90 Days (Flexibility),"City Staff, Direct Referrals from Safe Parking Programs, Local Service Providers (GENERAL), Word of Mouth",4/14/2023 10:13 AM
Georgetown,Nicklesville,Georgetown,Seattle,Seattle Council Dst 2,Sanctioned Encampment,No,,No,N/A,11/18/22,,Unclear,General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Tiny House,Unclear,Unclear,Unclear,Unclear,Yes - General,Unclear,Unclear,4/14/2023 10:13 AM
Nicklesville - Central District,Nicklesville,Nicklesville - Central District,Seattle,,Tiny House Village,,,Yes,5166,6/7/2024,16,,,,,,,,,,,,,,,,6/7/2024 4:53 PM
Northlake,Nicklesville,Northlake,Seattle,Seattle Council Dst 4,Tiny House Village,No,,Yes,5165,6/7/2024,21,"Single Adult Women, Single Adult Men, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",General - No additional specificity,Yes,Yes - Undefined,Yes,Unclear,Unclear,Tiny House,Unclear,Unclear,Unclear,Unclear,Yes - General,Unclear,Unclear,6/7/2024 10:30 AM
Operation Nightwatch - Dispatch Center,Operation Nightwatch,Operation Nightwatch - Dispatch Center,Seattle,Seattle Council Dst 3,Day Center,No,,No,N/A,11/18/22,,Unclear,General - No additional specificity,Yes,Unclear,Referral,Referral,No,N/A,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Drop-in,4/14/2023 10:13 AM
Safe Parking,Our Lady of Guadalupe,Safe Parking,Seattle,Seattle Council Dst 1,Safe Parking,TBD,,No,n/a,11/18/22,10,Unclear,General - No additional specificity,N/A,Unclear,Unclear,Unclear,Unclear,Parking Space,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,4/14/2023 10:13 AM
Safe parking,Our Redeemer Safe Parking,Safe parking,Seattle,Seattle Council Dst 6,Safe Parking,TBD,,No,n/a,11/18/22,10,Unclear,General - No additional specificity,N/A,Unclear,Unclear,Unclear,Unclear,Parking Space,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,4/14/2023 10:13 AM
Safe Parking,Overlake Christian Safe Parking,Safe Parking,East King County,Redmond,Safe Parking,No,,No,N/A,11/18/22,,"Single Adult Men, Single Adults and Couples",Vehicle Residents in Passenger Vehicles,Referral Partner,Referral,Referral,Referral,Referral,Parking Space,"Kitchen Access, Occasional Hot Meals",Yes - Shared,Yes,Yes,No,6 Months to 12 Months,"211, City Staff, Direct Referrals from Safe Parking Programs",4/14/2023 10:13 AM
Syringe exchange w/ drop in hours,People's Harm Reduction Alliance,Syringe exchange w/ drop in hours,Seattle,Seattle Council Dst 6,Day Center,No,,No,N/A,11/18/22,,Unclear,General - No additional specificity,Yes,Unclear,Yes,No,"Formalized Partnerships, Yes - Visiting Nurse",N/A,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Drop-in,4/14/2023 10:13 AM
Almquist Place (501 Rainier),Plymouth Housing Group (PHG),Almquist Place (501 Rainier),Seattle,Seattle,Permanent Supportive Housing,No,,Yes,4245,6/3/2024,102,"Single Adult Men, Single Adult Women",Individuals living with Serious Mental Illness,Yes,Yes - Undefined,No,No,No,Single Room Occupancy - General,Unclear,Yes- Unclear,Unclear,Service Animal,N/A,N/A,Unclear,6/3/2024 1:57 PM
Bertha Pitts Campbell Place (12th & Spruce),Plymouth Housing Group (PHG),Bertha Pitts Campbell Place (12th & Spruce),Seattle,Seattle,Permanent Supportive Housing,,,Yes,4794,6/7/2024,100,Single Adults (All Genders),General - No additional specificity,,,,,,,,,,,,,,2/3/2025 4:51 PM
Blake House,Plymouth Housing Group (PHG),Blake House,Seattle,,Permanent Supportive Housing,,,Yes,5088,6/10/2024,80,Single Adults (All Genders),Veterans,,,,,,,,,,,,,,2/3/2025 4:51 PM
Humphrey Services Grant,Plymouth Housing Group (PHG),Humphrey Services Grant,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1717,6/3/2024,81,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,Yes - Undefined,No,No,No,Single Room Occupancy - General,Unclear,Yes- Unclear,Unclear,Service Animal,N/A,N/A,Unclear,6/3/2024 11:11 AM
King County Scattered Sites PSH,Plymouth Housing Group (PHG),King County Scattered Sites PSH,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1670,5/31/2024,291,Unclear,General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes- Unclear,Unclear,Unclear,N/A,N/A,Unclear,5/31/2024 10:55 AM
Kristin Benson Place,Plymouth Housing Group (PHG),Kristin Benson Place,Seattle,Seattle,Permanent Housing,,,Yes,4593,6/7/2024,91,Single Adults (All Genders),,,,,,,,,,,,,,,2/3/2025 4:51 PM
Lewiston Permanent Supportive Housing,Plymouth Housing Group (PHG),Lewiston Permanent Supportive Housing,Seattle,Seattle,Permanent Supportive Housing,Yes,,Yes,2232,6/3/2024,52,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,Yes - Undefined,No,No,No,Single Room Occupancy - General,Yes - Undefined,Yes- Unclear,Unclear,Service Animal,N/A,N/A,Unclear,6/3/2024 11:57 AM
Madison Boylston,Plymouth Housing Group (PHG),Madison Boylston,Seattle,Seattle,Permanent Supportive Housing,,,,,,111,,,,,,,,,,,,,,,,9/12/2023 1:37 PM
Pacific Hotel - Mod-Rehab,Plymouth Housing Group (PHG),Pacific Hotel - Mod-Rehab,Seattle,Seattle,Permanent Supportive Housing,Yes,,Yes,1951,6/7/23,75,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,Yes - Undefined,No,No,Yes - Other Health Care,Single Room Occupancy - Hotel Room,Yes - Undefined,Yes- Unclear,Unclear,Service Animal,N/A,N/A,Unclear,6/7/2023 11:37 AM
