id,title,description,category,tags,address,city,state,zip,phone,email,website,hours,audience,services,image_url,latitude,longitude,is_featured,is_approved,created_at,updated_at,user_id,click_count,schedule,action_urls,rating,review_count
678,For All,For All provides essential food bank & meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"903 E Yesler Wy, Seattle, WA 98122",Seattle,WA,98122,,,https://www.freefoodforall.org/,"Sunday, Saturday",General Public,Food Bank & Meal,https://logo.clearbit.com/freefoodforall.org,47.6011076,-122.3215355,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
679,Friends of the Children Seattle,Friends of the Children Seattle provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"4436 Rainier Ave, Seattle WA 98118",,WA,,(206)-328-3535,,http://friendsseattle.org/,,Contact Agency for Any Eligibility Requirements,Food Bank,https://logo.clearbit.com/friendsseattle.org,47.5630626,-122.2875122,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
680,Aki Kurose Village,Hunger Intervention Program provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"11506 Stone Ave N, Seattle, WA 98133",Seattle,WA,98133,(206)-538-6567,,https://hungerintervention.org/,,Contact Agency for Any Eligibility Requirements,Meal,https://logo.clearbit.com/hungerintervention.org,47.7127728,-122.3415655,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
681,Lamb of God Lutheran Church,Hunger Intervention Program provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"12509 27th Ave NE, Seattle, WA 98125",Seattle,WA,98125,(206)-538-6567,,https://hungerintervention.org/,,Contact Agency for Any Eligibility Requirements,Meal,https://logo.clearbit.com/hungerintervention.org,47.7196732,-122.2996593,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
682,Lake City Court,Hunger Intervention Program provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"12536 33rd Ave NE, Seattle, WA 98125",Seattle,WA,98125,(206)-538-6567,,https://hungerintervention.org/,,Contact Agency for Any Eligibility Requirements,Meal,https://logo.clearbit.com/hungerintervention.org,47.7203805,-122.2917535,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
683,Hunger Intervention Program,Hunger Intervention Program provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"3841 NE 123rd St Seattle, WA 98122",,WA,,(206)-538-6567,,https://hungerintervention.org/,,Contact Agency for Any Eligibility Requirements,Meal,https://logo.clearbit.com/hungerintervention.org,47.717042,-122.2857324,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
684,ICNA Relief,ICNA Relief provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"6721 Martin Luther King Jr Way S, Seattle, WA 98118",Seattle,WA,98118,(206)-695-2080,,https://icnarelief.org/washington/,Thursday,General Public,Food Bank,https://logo.clearbit.com/icnarelief.org,47.541886,-122.284044,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
685,IHCGM,IHCGM provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"30815 B  Pacific Highway S, Federal Way, WA 98003",Federal Way,WA,98003,(206)-592-2626,,,Thursday,Contact Agency for Any Eligibility Requirements,Food Bank,https://logo.clearbit.com/kingcounty.gov,47.3254052,-122.3139776,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
686,Iu Mien American Association (IMAA),Iu Mien American Association (IMAA) provides essential food bank & meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"126 Logan Ave S, Renton, WA 98057",Renton,WA,98057,(206)-723-6834,,https://imaa-seattle.org/,Friday,General Public,Food Bank & Meal,https://logo.clearbit.com/imaa-seattle.org,47.481806,-122.2087821,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
687,King of Kings Foodbank,King of Kings Foodbank provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"18207 108th Ave SE Renton, WA 98055",,WA,,(425)-226-1480,,https://www.king-of-kings.org/,"Monday, Tuesday, Wednesday, Saturday",General Public,Food Bank,https://logo.clearbit.com/king-of-kings.org,47.4391217,-122.1979638,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
688,Lutheran Community Services NW,Lutheran Community Services NW provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"4040 S 188th St, Suite 100, SeaTac, WA 98188",SeaTac,WA,98188,(206)-901-1685,,https://www.lcsnw.org/,Thursday,General Public,Food Bank,https://logo.clearbit.com/lcsnw.org,47.4347675,-122.2824819,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
689,NW Life Foundation,NW Life Foundation provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"13120 SE 192nd St, Renton, WA 98058",Renton,WA,98058,(253)-638-8470,,https://nwlifefoundation.com/,"Tuesday, Wednesday, Thursday, Friday",Youth and Young Adults,Food Bank,https://logo.clearbit.com/nwlifefoundation.com,47.4309146,-122.1659094,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
690,OSL,"Operation Sack Lunch, Inc provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.",Food,,"115 S Brandon St, Seattle, WA 98108",Seattle,WA,98108,(206)-347-6629,,https://www.oslserves.org/,,General Public,Meal,https://logo.clearbit.com/oslserves.org,47.5539241,-122.3331017,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
691,Evans House - Section 8 Project Based,Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,(210) 495-2527,,,,,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
692,Hobson Phase 2,Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
693,Hobson Place,Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. This program specifically focuses on individual living with a disability. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Individual Living with a Disability,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
694,Hobson Place - CoC,Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. This program specifically focuses on individual living with a disability. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Individual Living with a Disability,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
695,OSL,"Operation Sack Lunch, Inc provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.",Food,,"3841 NE 123rd St, Seattle, WA 98125",Seattle,WA,98125,(206)-347-6629,,https://www.oslserves.org/,Wednesday,General Public,Meal,https://logo.clearbit.com/oslserves.org,47.717042,-122.2857324,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
696,Pacific Islander Community Association,Pacific Islander Community Association provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"33710 9th Ave S, Federal Way, WA 98003",Federal Way,WA,98003,(206)-686-5221,,https://www.picawa.org/,Thursday,General Public,Food Bank,https://logo.clearbit.com/picawa.org,47.2994051,-122.3220645,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
697,Praisealujah,Praisealujah provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"13609 1st Ave S, Burien, WA 98168",Burien,WA,98168,(206)-251-8971,,https://praisealujah.org/community-based-services,Sunday,General Public,Food Bank,https://logo.clearbit.com/praisealujah.org,47.4809242,-122.3370002,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
698,Praisealujah,Praisealujah provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"20832 International Blvd, SeaTac, WA 98198",SeaTac,WA,98198,(206)-251-8971,,https://praisealujah.org/community-based-services,Saturday,General Public,Food Bank,https://logo.clearbit.com/praisealujah.org,47.4144935,-122.2965291,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
699,Praisealujah,Praisealujah provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"25440 Pacific Hwy S, Kent, WA 98032",Kent,WA,98032,,,,,General Public,Food Bank,https://logo.clearbit.com/kingcounty.gov,47.3729828,-122.2999657,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
700,Freedom Church of Seattle,Praisealujah provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"7817 S 125th St, Seattle, WA 98178",Seattle,WA,98178,,,https://freedomchurchofseattle.weebly.com/,,General Public,Food Bank,https://logo.clearbit.com/freedomchurchofseattle.weebly.com,47.4904973,-122.2347174,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
701,Praisealujah,Praisealujah provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"8240 64th St NE, Marysville, WA 98270",Marysville,WA,98270,,,,,General Public,Food Bank,https://logo.clearbit.com/kingcounty.gov,48.0530476,-122.1207544,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
702,North Hill Christian Church,Praisealujah provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"908 S 200th St, Des Moines, WA 98198",Des Moines,WA,98198,(206)-878-4740,,https://www.northhillchristian.org/free-food-friday/,Friday,General Public,Food Bank,https://logo.clearbit.com/northhillchristian.org,47.4234868,-122.3228325,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
703,Rainier Vista Boys & Girls Club,Rainier Vista Boys & Girls Club provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"4520 MLK Wy, Seattle, WA 98108",Seattle,WA,98108,(206)-436-1890,,https://positiveplace.org/clubs/smilow-rainier-vista,,Youth and Young Adults,Meal,https://logo.clearbit.com/positiveplace.org,47.5626423,-122.2937256,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
704,Renton Technical College,Renton Technical College provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"3000 NE 4th St, Renton, WA 98056",Renton,WA,98056,(425)-235-2352,,https://www.rtc.edu/,,Contact Agency for Any Eligibility Requirements,Meal,https://logo.clearbit.com/rtc.edu,47.4892601,-122.1762473,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
705,Restore and Repair Outreach,Restore and Repair Outreach provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"12629 Renton Ave S  Suite F, Seattle, WA 98178",Seattle,WA,98178,(206)-650-9649,,https://www.restorerepairmissionaryoutreach.org/,"Wednesday, Friday",General Public,Food Bank,https://logo.clearbit.com/restorerepairmissionaryoutreach.org,47.4904151,-122.239492,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
706,Skykomish,Skykomish provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"108 W Old Cascade Hwy, Skykomish, WA 98288",Skykomish,WA,98288,(206)-399-2687,,https://skykomishfoodbank.org/,Friday,General Public,Food Bank,https://logo.clearbit.com/skykomishfoodbank.org,47.7088797,-121.3764638,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
707,St. Dunstan's Episcopal Church,St provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"722 N 145th St, Shoreline, WA 98133",Shoreline,WA,98133,(206)-363-4319,,https://sdchp.org/,Tuesday,General Public,Meal,https://logo.clearbit.com/sdchp.org,47.7347114,-122.349521,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
708,YMCA of Greater Seattle,YMCA of Greater Seattle provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,General - No additional specificity,"909 4th Ave, Seattle, WA, Seattle, 98104",Seattle,WA,98104,,,https://www.seattleymca.org/social-impact-center/youth-young-adults/drop-in-services,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Young Adult (18 - 21) or (18 - 25),Meal,https://logo.clearbit.com/seattleymca.org,47.6054636,-122.3327052,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
709,Cathedral Kitchen,St provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"804 9th Ave, Seattle, WA 98104",Seattle,WA,98104,(206)-264-2091,,https://www.stjames-cathedral.org/outreach/kitchen.aspx,"Monday, Tuesday, Wednesday, Thursday, Friday",General Public,Meal,https://logo.clearbit.com/stjames-cathedral.org,47.607646,-122.3259157,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
710,South Park Senior Citizens,Sound Generations provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"8201 10th Ave S, Seattle, WA 98108",Seattle,WA,98108,(206)-909-0346,,https://www.spseniors.org/,"Monday, Wednesday, Friday",Older Adults 55+ and Eligible Participants,Meal,https://logo.clearbit.com/spseniors.org,47.5296153,-122.320528,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
711,Urban Food Systems Pact,Urban Food Systems Pact provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"12643 Renton Ave S Seattle, WA 98178",,WA,,(425)-728-0455,,https://app.vomo.org/org/urban-food-systems-pact/profile,,General Public,Food Bank,https://logo.clearbit.com/app.vomo.org,47.4900561,-122.2389931,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
712,Vedic Cultural Center,Vedic Cultural Center provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"13668 SE Eastgate Way, Bellevue WA 98005",,WA,,(425)-452-6800,,https://bellevuewa.gov/city-government/departments/city-managers-office/office-housing/homelessness-bellevue/eastside-mens-shelter,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Contact Agency for Any Eligibility Requirements,Meal,https://logo.clearbit.com/bellevuewa.gov,47.5809349,-122.1583137,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
713,Vedic Cultural Center,Vedic Cultural Center provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"1420 228th Ave SE, Sammamish, WA 98075",Sammamish,WA,98075,(206)-979-8002,,https://vedicculturalcenter.org/,"Sunday, Saturday",General Public,Meal,https://logo.clearbit.com/vedicculturalcenter.org,47.5963216,-122.0345073,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
714,Vedic Cultural Center,Vedic Cultural Center provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"16305 NE 87th St, Suite 110 Redmond, WA 98052",Suite 110 Redmond,WA,98052,,,,,Contact Agency for Any Eligibility Requirements,Meal,https://logo.clearbit.com/kingcounty.gov,47.6794762,-122.1223595,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
715,Vedic Cultural Center,Vedic Cultural Center provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"5034 University Way NE Seattle, WA 98105",,WA,,,,,,Contact Agency for Any Eligibility Requirements,Meal,https://logo.clearbit.com/kingcounty.gov,47.6660333,-122.3126175,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
716,West African Community Council,West African Community Council provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"6322 44th Ave S, Seattle, WA 98118",Seattle,WA,98118,,,https://www.waccofseattle.org/,"Monday, Tuesday, Wednesday, Thursday, Friday",Contact Agency for Any Eligibility Requirements,Meal,https://logo.clearbit.com/waccofseattle.org,47.5453084,-122.2778957,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
717,St. Martin De Porres Shelter,St provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,Older adults (50+),"1561 Alaskan Way S, Seattle, WA 98134",Seattle,WA,98134,(206)-323-6341,,https://www.ccsww.org/stmartin,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Single Adult Men,Meal,https://logo.clearbit.com/ccsww.org,47.5885034,-122.3385348,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
718,Algona/Pacific Food Pantry - Food Distribution Center,Algona/Pacific Food Pantry provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"603 3rd Ave SE, Pacific, WA 98047",Pacific,WA,98047,(253)-351-0450,,https://networks.whyhunger.org/organisation/41599,Tuesday,General Public,Food Bank,https://logo.clearbit.com/networks.whyhunger.org,47.265011,-122.236771,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
719,Club Bamboo and Hmong Senior Club,Asian Counseling and Referral Service (ACRS) provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"3639 Martin Luther King Jr Way S, Seattle, WA 98144",Seattle,WA,98144,(206)-695-7510,,https://www.acrs.org/services/aging-services-for-older-adults/senior-lunch-programs/,"Monday, Tuesday, Wednesday, Thursday, Friday",Older Adults 60+ and Eligible Participants,Meal,https://logo.clearbit.com/acrs.org,47.570897,-122.2973881,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
720,Federal Way Senior Center,Catholic Community Services of  Western Washington provides essential food bank & meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"4016 S 352nd St, Auburn, WA 98001",Auburn,WA,98001,(253)-838-3604,,https://www.federalwayseniorcenter.org,"Monday, Thursday",Older Adults 60+ and Eligible Participants,Food Bank & Meal,https://logo.clearbit.com/federalwayseniorcenter.org,47.2867569,-122.2862589,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
721,Des Moines United Methodist Church,Des Moines Area Food Bank provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"22225 9th Ave S, Des Moines, WA 98198",Des Moines,WA,98198,(206)-878-2660,,https://www.myfoodbank.org/services.html,"Monday, Tuesday, Wednesday, Friday",General Public,Food Bank,https://logo.clearbit.com/myfoodbank.org,47.4022373,-122.3224371,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
722,POPYs Caf�,YMCA of Greater Seattle provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"4514 20th Ave NE, Shoreline, WA 98155",Shoreline,WA,98155,,,https://www.seattleymca.org/blog/supporting-our-community-during-time-increased-food-insecurity,Wednesday,General Public,Meal,https://logo.clearbit.com/seattleymca.org,47.734046,-122.3070896,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
723,Pantry of Hope,YMCA of Greater Seattle provides essential meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"10828 SE 248th St, Kent, WA 98030",Kent,WA,98030,,,https://www.seattleymca.org/blog/supporting-our-community-during-time-increased-food-insecurity,Friday,General Public,Meal,https://logo.clearbit.com/seattleymca.org,47.3797615,-122.1953258,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
724,Interbay Supportive Housing,"Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. This program specifically focuses on individuals living with physical disabilities, individuals living with serious mental illness, individuals living with substance use disorder. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"Individuals Living with Physical Disabilities, Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
725,Kerner Scott Clean and Sober Housing,Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
726,Kerner Scott Safe Haven,Downtown Emergency Service Center (DESC) provides essential safe haven services to the community. This program specifically focuses on individual living with a disability. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Individual Living with a Disability,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
727,Kerner Scott Women's Shelter,Downtown Emergency Service Center (DESC) provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
728,Keys to Home,Downtown Emergency Service Center (DESC) provides essential permanent housing services to the community. This program specifically focuses on coming from chronic homelessness. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Coming from Chronic Homelessness,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
729,Filipino Community of Seattle Meals and Food Bank,Filipino Community of Seattle provides essential food bank & meal services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"5740 Martin Luther King Jr Way S, Seattle, WA 98144",Seattle,WA,98144,(206)-722-9372,,https://www.filcommsea.org/senior-services,"Monday, Tuesday, Thursday","Food Bank: General Public 
Meals: Older Adults 60+ and Eligible Participants",Food Bank & Meal,https://logo.clearbit.com/filcommsea.org,47.5500465,-122.2871358,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
730,UW Bothell/Cascadia College,Hopelink provides essential food bank services to the community. Committed to supporting neighbors with dignity and respect.,Food,,"18115 Campus Way NE, Building CC2, Bothell, WA 98011",Bothell,WA,98011,(425)-869-6000,,https://www.hopelink.org/programs/food-program/mobile-market/,Thursday,General Public,Food Bank,https://logo.clearbit.com/hopelink.org,47.7612687,-122.1918002,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
731,Lyon Building - CoC,Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. This program specifically focuses on hiv+. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,HIV+,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
732,Lyon Building - Section 8 Mod Rehab,Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
733,Mary Pilgrim Inn,Downtown Emergency Service Center (DESC) provides essential emergency shelter services to the community. This program specifically focuses on individual living with a disability. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Individual Living with a Disability,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
734,Morrison Hotel - Section 8 Project Based,Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
735,North Seattle (HtH),Downtown Emergency Service Center (DESC) provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,Seattle,WA,,,,,,Single Adults (All Genders),,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
736,North Star (Bitter Lake),Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,Seattle,WA,,,,,,Single Adults (All Genders),,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
737,Rainier House - CoC,"Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. This program specifically focuses on individuals living with physical disabilities, individuals living with serious mental illness, individuals living with substance use disorder. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"Individuals Living with Physical Disabilities, Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
738,Seattle Navigation Center,"Downtown Emergency Service Center (DESC) provides essential emergency shelter services to the community. This program specifically focuses on individuals living with physical disabilities, individuals living with serious mental illness, individuals living with substance use disorder. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"Individuals Living with Physical Disabilities, Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",,Seattle,WA,,,,,,"Single Adult Men, Single Adult Women, Single Adults (All Genders), Single Adults and Couples",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
739,Shelter Plus Care,Downtown Emergency Service Center (DESC) provides essential permanent housing services to the community. This program specifically focuses on coming from chronic homelessness. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Coming from Chronic Homelessness,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
740,The Estelle - CoC,"Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. This program specifically focuses on individuals living with physical disabilities, individuals living with serious mental illness, individuals living with substance use disorder. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"Individuals Living with Physical Disabilities, Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
741,The Estelle - Project Based Units,"Downtown Emergency Service Center (DESC) provides essential permanent supportive housing services to the community. This program specifically focuses on individuals living with physical disabilities, individuals living with serious mental illness, individuals living with substance use disorder. Committed to supporting neighbors with dignity and respect.",Housing / Shelter,"Individuals Living with Physical Disabilities, Individuals living with Serious Mental Illness, Individuals living with Substance Use Disorder",,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
